locationID,Latitude,Longtitude
BMM,2.07722222,11.49222222
BMO,24.27388889,97.25166667
BMO,24.27388889,97.25166667
BMO,24.27083333,97.24722222
BMP,-20.78333333,149.2333333
BMP,-20.80333333,149.27
BMV,12.66833333,108.1202778
BMW,21.37527778,0.92722222
BMW,21.3775,0.92583333
BMW,21.37777778,0.92611111
BMW,21.3775,0.92583333
BMW,21.37777778,0.92611111
BMX,59.36194444,-155.2566667
BMX,59.36111111,-155.2588889
BNA,36.12666667,-86.68194444
BNA,36.12444444,-86.67805556
BNB,-0.23305556,20.87
BNB,-0.28666667,20.88333333
BND,27.22666667,56.37833333
BND,27.21833333,56.37777778
BNE,-27.425,153.0855556
BNE,-27.38416667,153.1175
BNF,57.08916667,-134.8313889
BNG,33.92305556,-116.8505556
BNG,33.9225,-116.8505556
BNG,33.9225,-116.8508333
BNG,33.9225,-116.8505556
BNG,33.9225,-116.8508333
BNI,6.32388889,5.60166667
BNK,-28.83611111,153.5613889
BNK,-28.83388889,153.5625
BNL,33.25777778,-81.38833333
BNL,33.25805556,-81.38805556
BNL,33.25777778,-81.38833333
BNL,33.25805556,-81.38805556
BNL,33.25777778,-81.38833333
BNN,65.46027778,12.20694444
BNN,65.46111111,12.2175
BNO,43.59055556,-118.9541667
BNO,43.59194444,-118.9555556
BNS,8.61805556,-70.22111111
BNS,8.61972222,-70.22111111
BNX,44.94138889,17.2975
BNZ,-5.80833333,144.6113889
BOA,-5.85027778,13.06555556
BOA,-5.85388889,13.06388889
BOB,-16.4425,-151.7491667
BOB,-16.44444444,-151.7513889
BOC,9.34,-82.25194444
BOC,9.34083333,-82.25083333
BOD,44.82944444,-0.71444444
BOD,44.82833333,-0.71555556
BOD,44.82861111,-0.71527778
BOD,44.82861111,-0.71527778
BOD,44.82833333,-0.71555556
BOD,44.82861111,-0.71527778
BOG,4.70611111,-74.14222222
BOG,4.70166667,-74.14694444
BOH,50.78055556,-1.83694444
BOH,50.78,-1.8425
BOI,43.56527778,-116.225
BOI,43.56444444,-116.2227778
BOJ,42.57,27.51527778
BOJ,42.57,27.51527778
BOK,42.07472222,-124.2888889
BOK,42.07444444,-124.29
BOM,19.08805556,72.85166667
BOM,19.08805556,72.85166667
BOM,19.08861111,72.86777778
BON,12.13083333,-68.26833333
BON,12.13083333,-68.26833333
BON,12.13083333,-68.2675
BON,12.13083333,-68.2675
BON,12.13083333,-68.26833333
BON,12.13083333,-68.2675
BOO,67.26916667,14.37222222
BOO,67.26916667,14.36527778
BOO,67.26861111,14.35888889
BOQ,-6.54305556,155.3430556
BOR,47.65555556,7.01166667
BOR,47.65638889,7.01166667
BOS,42.36361111,-71.00611111
BOS,42.36305556,-71.00638889
BOW,27.94333333,-81.78361111
BOW,27.94333333,-81.78333333
BOX,-16.07722222,136.3036111
BOX,-16.07638889,136.3036111
BOX,-16.07527778,136.3022222
BOY,11.16361111,-4.32638889
BOY,11.16361111,-4.32638889
BOY,11.15972222,-4.33111111
BPH,8.19527778,126.3213889
BPH,8.19666667,126.3211111
BPI,42.585,-110.1111111
BPI,42.58222222,-110.1088889
BPI,42.585,-110.1111111
BPI,42.58222222,-110.1088889
BPN,-1.26833333,116.8944444
BPN,-1.26833333,116.8944444
BPN,-1.26833333,116.8944444
BPN,-1.26833333,116.8944444
BPS,-16.44055556,-39.08333333
BPS,-16.43861111,-39.08083333
BPT,29.95083333,-94.02055556
BPT,29.95083333,-94.02
BPT,29.95083333,-94.02
BPT,29.95083333,-94.02
BQA,15.73222222,121.5005556
BQA,15.72972222,121.5002778
BQH,51.33083333,0.0325
BQK,31.25888889,-81.46638889
BQK,31.25888889,-81.46638889
BQK,31.25916667,-81.46638889
BQN,18.49583333,-67.13
BQN,18.495,-67.12944444
BQN,18.49472222,-67.12944444
BQS,50.41666667,127.4
BQS,50.41666667,127.4
BQS,50.42555556,127.4125
BQS,50.42555556,127.4125
BQS,50.42555556,127.4125
BQU,12.98833333,-61.26194444
BQU,12.98861111,-61.26222222
BQU,12.98833333,-61.26194444
BQU,12.98861111,-61.26222222
BQV,58.45555556,-135.8833333
BQV,58.45527778,-135.8852778
BR1,-26.21777778,-52.69416667
BR1,-26.21722222,-52.69444444
BR2,-27.16666667,-48.62166667
BR2,-27.16611111,-48.6225
BR2,-27.16666667,-48.62166667
BRA,-12.07305556,-45.00833333
BRA,-12.07888889,-45.00888889
BRA,-12.07916667,-45.00944444
BRA,-12.07888889,-45.00888889
BRA,-12.07916667,-45.00944444
BRC,-41.14972222,-71.15833333
BRC,-41.15111111,-71.1575
BRC,-41.15111111,-71.15777778
BRC,-41.15111111,-71.1575
BRC,-41.15111111,-71.15777778
BRD,46.39722222,-94.1375
BRD,46.39722222,-94.1375
BRD,46.40166667,-94.13555556
BRD,46.40222222,-94.13555556
BRD,46.40416667,-94.13361111
BRD,46.40166667,-94.13555556
BRD,46.40416667,-94.13361111
BRE,53.04666667,8.79
BRE,53.04666667,8.79
BRE,53.0475,8.78666667
BRG,37.11666667,-82.81666667
BRI,41.14111111,16.78833333
BRI,41.1375,16.75722222
BRK,-30.04305556,145.9472222
BRK,-30.04305556,145.9472222
BRK,-30.03916667,145.9516667
BRL,40.78611111,-91.12333333
BRL,40.78333333,-91.12555556
BRM,10.04527778,-69.35611111
BRM,10.0425,-69.35833333
BRM,10.04222222,-69.36055556
BRM,10.0425,-69.35861111
BRM,10.0425,-69.35833333
BRM,10.0425,-69.35861111
BRN,46.91527778,7.49916667
BRN,46.91333333,7.49805556
BRO,25.90638889,-97.42555556
BRO,25.90694444,-97.42583333
BRO,25.90611111,-97.42611111
BRO,25.90694444,-97.42583333
BRO,25.91083333,-97.42888889
BRQ,49.15,16.7
BRQ,49.15,16.7
BRQ,49.15138889,16.69444444
BRR,57.02333333,-7.44027778
BRR,57.02694444,-7.4375
BRR,57.02361111,-7.44166667
BRR,57.02694444,-7.4375
BRR,57.02361111,-7.44166667
BRS,51.38166667,-2.70888889
BRS,51.38166667,-2.70888889
BRS,51.38166667,-2.70888889
BRS,51.38277778,-2.71916667
BRT,-11.76888889,130.6166667
BRT,-11.76916667,130.6197222
BRU,50.90166667,4.49416667
BRU,50.90138889,4.48444444
BRU,50.9,4.49277778
BRU,50.90138889,4.48444444
BRU,50.9,4.49277778
BRV,53.58388889,8.55777778
BRV,53.50666667,8.57583333
BRV,53.50722222,8.57277778
BRW,71.28555556,-156.7661111
BRW,71.285,-156.7686111
BRW,71.28472222,-156.7686111
BRW,71.285,-156.7686111
BRW,71.28472222,-156.7686111
BRX,18.25277778,-71.12
BRY,37.81444444,-85.49972222
BSA,11.28333333,49.15
BSA,11.27555556,49.15777778
BSA,11.27527778,49.15611111
BSA,11.27638889,49.14888889
BSA,11.27555556,49.15777778
BSA,11.27638889,49.14888889
BSB,-15.86055556,-47.91527778
BSB,-15.87111111,-47.91861111
BSB,-15.86944444,-47.91777778
BSB,-15.87111111,-47.91861111
BSB,-15.86944444,-47.91777778
BSD,25.08333333,99.08333333
BSD,25.05222222,99.16722222
BSD,25.05194444,99.16805556
BSD,25.05194444,99.1675
BSD,25.05222222,99.16722222
BSD,25.05194444,99.1675
BSG,1.90666667,9.80222222
BSG,1.90166667,9.80444444
BSG,1.9025,9.80583333
BSG,1.90166667,9.80444444
BSG,1.9025,9.80583333
BSK,34.79333333,5.73805556
BSK,34.79333333,5.73833333
BSL,47.59,7.53
BSL,47.59,7.52916667
BSL,47.59,7.52888889
BSL,47.59,7.52916667
BSL,47.59,7.52888889
BSM,30.19444444,-97.67
BSM,30.19472222,-97.67666667
BSO,20.45305556,121.9777778
BSO,20.45138889,121.9802778
BSQ,31.37055556,-109.8825
BSQ,31.36388889,-109.8830556
BSR,30.54916667,47.66222222
BSR,30.54888889,47.6625
BSR,30.54916667,47.66222222
BSR,30.54888889,47.6625
BSS,-7.51666667,-46.05
BSS,-7.52611111,-46.05333333
BSS,-7.52527778,-46.05333333
BSS,-7.52611111,-46.05333333
BSS,-7.52527778,-46.05333333
BSU,1.22166667,19.78888889
BSU,1.22527778,19.78805556
BSW,60.42361111,-146.1444444
BSW,60.42305556,-146.1458333
BSZ,58.23361111,-157.3502778
BSZ,58.21611111,-157.3525
BTA,4.54083333,13.7275
BTA,4.54972222,13.71722222
BTA,4.55,13.72583333
BTA,4.54972222,13.71722222
BTA,4.55,13.72583333
BTC,7.70333333,81.67861111
BTC,7.70555556,81.67805556
BTC,7.70527778,81.67722222
BTC,7.70555556,81.67805556
BTC,7.70527778,81.67722222
BTE,7.53333333,-12.53333333
BTE,7.53194444,-12.51833333
BTE,7.53194444,-12.51861111
BTE,7.53194444,-12.51833333
BTE,7.53194444,-12.51861111
BTH,1.13055556,104.1341667
BTI,70.13472222,-143.5783333
BTI,70.13388889,-143.5819444
BTI,70.13388889,-143.5819444
BTI,70.13388889,-143.5819444
BTI,70.11305556,-143.6536111
BTI,70.13388889,-143.5819444
BTI,70.11305556,-143.6536111
BTJ,5.52,95.41944444
BTJ,5.52583333,95.42
BTJ,5.51694444,95.42
BTJ,5.52583333,95.42
BTJ,5.51694444,95.42
BTK,56.37055556,101.6986111
BTK,56.37055556,101.6986111
BTK,56.37083333,101.6983333
BTK,56.37055556,101.6983333
BTK,56.37055556,101.6986111
BTK,56.37055556,101.6983333
BTL,42.30916667,-85.24777778
BTL,42.30638889,-85.25
BTM,45.95111111,-112.4938889
BTM,45.95472222,-112.4975
BTP,40.77694444,-79.95
BTP,40.77666667,-79.95111111
BTP,40.77666667,-79.95111111
BTR,30.53166667,-91.15055556
BTR,30.53277778,-91.15
BTR,30.53305556,-91.15
BTR,30.53277778,-91.15
BTR,30.53305556,-91.15
BTS,48.16666667,17.21666667
BTS,48.16666667,17.21666667
BTS,48.17,17.21277778
BTS,48.17,17.21277778
BTS,48.17,17.21277778
BTS,48.17,17.21277778
BTS,48.17,17.21277778
BTT,66.91527778,-151.5263889
BTT,66.91388889,-151.5291667
BTU,3.34166667,113.0447222
BTU,3.12388889,113.0205556
BTU,3.12416667,113.0197222
BTU,3.12388889,113.0205556
BTU,3.12416667,113.0197222
BTV,44.47277778,-73.15305556
BTV,44.47194444,-73.15333333
BTY,36.86111111,-116.7852778
BTY,36.86111111,-116.7869444
BTY,36.86111111,-116.7863889
BTY,36.86111111,-116.7869444
BTY,36.86111111,-116.7863889
BTZ,40.23444444,29.00972222
BTZ,40.23333333,29.00916667
BUA,-5.41666667,154.6833333
BUA,-5.41666667,154.6833333
BUA,-5.42222222,154.6727778
BUC,-17.75,139.5333333
BUC,-17.74861111,139.5344444
BUD,47.43333333,19.23333333
BUD,47.43944444,19.26194444
BUD,47.43944444,19.26194444
BUD,47.43944444,19.26194444
BUD,47.43944444,19.26194444
BUD,47.43694444,19.25555556
BUD,47.43944444,19.26194444
BUD,47.43694444,19.25555556
BUE,-34.68944444,-58.475
BUF,42.94111111,-78.73638889
BUF,42.94055556,-78.7325
BUF,42.94055556,-78.73222222
BUF,42.94055556,-78.73055556
BUF,42.94055556,-78.73222222
BUF,42.94055556,-78.73055556
BUG,-12.60638889,13.40555556
BUH,44.43305556,26.1
BUL,-7.18972222,146.6477778
BUL,-7.21611111,146.6491667
BUM,38.28972222,-94.34
BUM,38.28972222,-94.34027778
BUM,38.28972222,-94.34
BUM,38.28972222,-94.34027778
BUN,3.825,-76.99583333
BUN,3.81944444,-76.99
BUO,9.5225,45.55416667
BUO,9.52833333,45.55555556
BUO,9.52944444,45.55666667
BUO,9.52833333,45.55555556
BUO,9.52944444,45.55666667
BUQ,-20.01638889,28.61861111
BUQ,-20.01694444,28.61805556
BUQ,-20.01527778,28.62277778
BUR,34.2,-118.3577778
BUR,34.2,-118.3577778
BUR,34.20055556,-118.3586111
BUS,41.61083333,41.60055556
BUS,41.61083333,41.60055556
BUS,41.61,41.59972222
BUS,41.61027778,41.59944444
BUS,41.61,41.59972222
BUS,41.61027778,41.59944444
BUU,6.26666667,-7.05
BUV,-30.32555556,-57.56333333
BUV,-30.31972222,-57.55888889
BUX,1.57166667,30.21277778
BUY,-33.33333333,115.6333333
BUY,-33.37833333,115.6766667
BUZ,28.94916667,50.8325
BUZ,28.94472222,50.83472222
BVA,49.45583333,2.1125
BVA,49.45444444,2.11277778
BVA,49.45444444,2.11277778
BVA,49.45611111,2.11888889
BVA,49.45444444,2.11277778
BVA,49.45611111,2.11888889
BVB,2.84638889,-60.69
BVB,2.84638889,-60.69
BVD,53.8325,-166.3025
BVI,-25.89833333,139.3433333
BVI,-25.8975,139.3475
BVO,36.7625,-96.01083333
BVO,36.7625,-96.01083333
BVO,36.76416667,-96.01111111
BVO,36.76333333,-96.01111111
BVO,36.76416667,-96.01111111
BVO,36.76333333,-96.01111111
BVR,45.69361111,-85.56583333
BVR,45.69222222,-85.56666667
BVU,61.17305556,-151.0430556
BVU,61.17222222,-151.0438889
BVU,61.17305556,-151.0455556
BVU,61.17222222,-151.0438889
BVU,61.17277778,-151.0427778
BVX,35.72611111,-91.6475
BVY,42.58333333,-70.91555556
BVY,42.58416667,-70.91611111
BVY,42.58416667,-70.91611111
BVY,42.58416667,-70.91611111
BVY,42.58416667,-70.91611111
BW1,-24.22111111,25.34722222
BWA,27.50416667,83.42
BWA,27.50555556,83.41611111
BWA,27.50583333,83.41638889
BWA,27.50555556,83.41611111
BWA,27.50583333,83.41638889
BWC,32.99305556,-115.5169444
BWC,32.99305556,-115.5172222
BWC,32.99305556,-115.5169444
BWC,32.99305556,-115.5172222
BWD,31.79472222,-98.95666667
BWD,31.79361111,-98.95638889
BWE,52.31916667,10.55611111
BWE,52.31916667,10.55444444
BWE,52.31916667,10.55388889
BWE,52.31916667,10.55611111
BWE,52.31944444,10.55888889
BWE,52.31916667,10.55444444
BWE,52.31944444,10.55888889
BWG,36.96222222,-86.42222222
BWG,36.96444444,-86.41972222
BWH,5.46666667,100.3925
BWH,5.46583333,100.3911111
BWH,5.4675,100.3916667
BWH,5.46583333,100.3911111
BWH,5.4675,100.3916667
BWI,39.175,-76.67
BWI,39.17527778,-76.66833333
BWI,39.17583333,-76.66888889
BWI,39.17527778,-76.66833333
BWI,39.17583333,-76.66888889
BWJ,-6.4,146.9
BWJ,-6.39666667,146.8819444
BWM,46.1875,-103.4208333
BWM,46.18694444,-103.4280556
BWN,4.925,114.9277778
BWN,4.94416667,114.9283333
BWS,48.98972222,-122.7305556
BWS,48.99,-122.7325
BWT,-41,145.7333333
BWT,-40.99888889,145.7311111
BWY,52.125,1.43333333
BXC,42.48472222,-71.54444444
BXD,-7.17611111,139.5833333
BXD,-7.16388889,139.5772222
BXE,14.84722222,-12.46833333
BXE,14.84166667,-12.46777778
BXO,11.88888889,-15.65722222
BXS,33.25916667,-116.3208333
BXS,33.25972222,-116.3222222
BXU,8.95138889,125.4838889
BYA,64.07638889,-141.1144444
BYA,64.07833333,-141.1133333
BYC,-21.95583333,-63.65055556
BYC,-21.96083333,-63.65166667
BYF,49.97027778,2.69388889
BYF,49.97027778,2.6925
BYF,49.97027778,2.69388889
BYF,49.97027778,2.6925
BYG,44.38138889,-106.7211111
BYG,44.38111111,-106.7216667
BYH,35.96416667,-89.94583333
BYH,35.96416667,-89.94583333
BYH,35.96444444,-89.94388889
BYI,42.54138889,-113.7741667
BYI,42.5425,-113.7716667
BYK,7.73944444,-5.06916667
BYK,7.73888889,-5.07388889
BYN,46.1625,100.7047222
BYT,51.66833333,-9.48388889
BYT,51.6775,-9.48805556
BYT,51.67722222,-9.48694444
BYT,51.67722222,-9.48722222
BYT,51.67722222,-9.48694444
BYU,49.98555556,11.64
BYU,49.98444444,11.63861111
BYU,49.98472222,11.64
BYW,48.57916667,-122.825
BYW,48.57888889,-122.8263889
BZA,13.95,-84.6
BZA,14.03305556,-84.62444444
BZE,17.53611111,-88.31
BZE,17.53972222,-88.30472222
BZE,17.54,-88.30472222
BZE,17.53972222,-88.30472222
BZE,17.54,-88.30472222
BZG,53.09666667,17.97861111
BZG,53.09666667,17.97777778
BZI,39.61722222,27.92777778
BZI,39.61916667,27.92583333
BZI,39.61916667,27.92611111
BZI,39.61916667,27.92583333
BZI,39.61916667,27.92611111
BZN,45.78027778,-111.1594444
BZN,45.7775,-111.1519444
BZN,45.7775,-111.1519444
BZN,45.7775,-111.1519444
BZN,45.77722222,-111.1502778
BZO,46.46027778,11.32666667
BZO,46.46027778,11.32638889
BZR,43.32416667,3.35444444
BZR,43.32333333,3.35472222
BZR,43.32333333,3.35472222
BZR,43.32333333,3.35472222
BZR,43.32333333,3.35472222
BZS,38.86333333,-77.01333333
BZT,28.98222222,-95.57972222
BZV,-4.25194444,15.25472222
BZV,-4.25166667,15.25305556
BZV,-4.25055556,15.25305556
BZV,-4.24916667,15.25305556
BZV,-4.25166667,15.25305556
BZV,-4.24916667,15.25305556
BZZ,51.74916667,-1.58111111
BZZ,51.75,-1.58361111
BZZ,51.75,-1.58305556
BZZ,51.75,-1.58361111
BZZ,51.75,-1.58305556
C01,34.21388889,-119.0944444
C01,34.21361111,-119.0944444
C02,35.32472222,-118.9958333
C02,35.32472222,-118.9961111
C1A,37.54638889,-121.1586111
CA1,64.69,-110.62
CA2,44.48527778,-79.55555556
CA2,44.48611111,-79.55555556
CA2,44.48611111,-79.55555556
CA2,44.48611111,-79.55555556
CA2,44.48611111,-79.55555556
CA3,46.05166667,-71.25722222
CA3,46.05222222,-71.2575
CA3,46.05166667,-71.25722222
CA3,46.05222222,-71.2575
CA4,41.77833333,-82.67805556
CA4,41.7775,-82.67805556
CA4,41.77833333,-82.67805556
CA4,41.7775,-82.67805556
CA5,51.10305556,-114.3744444
CA5,51.10527778,-114.3713889
CA6,34.52888889,-114.4319444
CA7,37.68888889,-121.4416667
CA9,50.08138889,-125.2533333
CAB,-5.58333333,12.2
CAB,-5.59694444,12.18833333
CAB,-5.59722222,12.18805556
CAB,-5.59694444,12.18833333
CAB,-5.59722222,12.18805556
CAC,-25.00027778,-53.50083333
CAC,-25.00027778,-53.50083333
CAC,-25.00027778,-53.50083333
CAC,-25.00027778,-53.50083333
CAC,-25.00027778,-53.50083333
CAD,44.27583333,-85.41916667
CAD,44.27527778,-85.41888889
CAE,33.93638889,-81.11583333
CAE,33.94055556,-81.11916667
CAE,33.93888889,-81.11944444
CAF,-4.9,-66.91666667
CAF,-4.87138889,-66.8975
CAG,39.24722222,9.06111111
CAG,39.25138889,9.05416667
CAH,9.17555556,105.1794444
CAH,9.17555556,105.1794444
CAH,9.1775,105.1777778
CAI,30.1375,31.40694444
CAI,30.11527778,31.41388889
CAI,30.11666667,31.41388889
CAI,30.11527778,31.41388889
CAI,30.11666667,31.41388889
CAJ,6.25,-62.83333333
CAJ,6.23194444,-62.85472222
CAK,40.91388889,-81.44166667
CAK,40.915,-81.44361111
CAL,55.43638889,-5.68666667
CAL,55.43722222,-5.68638889
CAL,55.4375,-5.68805556
CAL,55.43611111,-5.67833333
CAL,55.43722222,-5.68638889
CAL,55.43611111,-5.67833333
CAM,-20.01111111,-63.56111111
CAN,23.18333333,113.2666667
CAN,23.3925,113.2988889
CAN,23.39083333,113.305
CAN,23.3925,113.2988889
CAN,23.39083333,113.305
CAP,19.73277778,-72.195
CAP,19.73277778,-72.19472222
CAP,19.72722222,-72.19944444
CAP,19.73277778,-72.19472222
CAP,19.72722222,-72.19944444
CAR,46.87083333,-68.02083333
CAR,46.87138889,-68.01805556
CAR,46.87166667,-68.01805556
CAR,46.87138889,-68.01805556
CAR,46.87166667,-68.01805556
CAS,33.55694444,-7.66055556
CAS,33.5575,-7.66111111
CAT,24.31527778,-75.45222222
CAT,24.31527778,-75.4525
CAT,24.31527778,-75.45222222
CAT,24.31527778,-75.4525
CAW,-21.69916667,-41.3025
CAW,-21.69833333,-41.30166667
CAW,-21.69833333,-41.30166667
CAW,-21.69833333,-41.30166667
CAX,54.93666667,-2.80944444
CAX,54.9375,-2.80916667
CAY,4.82,-52.36333333
CAY,4.82,-52.36111111
CAY,4.82,-52.36111111
CAY,4.82,-52.36111111
CAY,4.82,-52.36111111
CAZ,-31.535,145.7933333
CAZ,-31.53833333,145.7938889
CBA,57.73777778,-135.1255556
CBB,-17.42833333,-66.17166667
CBB,-17.42111111,-66.17722222
CBB,-17.42111111,-66.17694444
CBB,-17.42111111,-66.17694444
CBB,-17.41833333,-66.17722222
CBB,-17.42027778,-66.17722222
CBB,-17.42111111,-66.17722222
CBB,-17.42027778,-66.17722222
CBE,39.61444444,-78.76611111
CBE,39.61555556,-78.76083333
CBE,39.61527778,-78.76138889
CBF,41.25888889,-95.75972222
CBF,41.26,-95.75861111
CBG,52.20555556,0.17638889
CBG,52.205,0.175
CBH,31.64777778,-2.25972222
CBK,39.40388889,-101.0466667
CBL,8.12805556,-63.5375
CBL,8.12222222,-63.53694444
CBM,33.64361111,-88.44388889
CBM,33.64527778,-88.44583333
CBO,7.2,124.1666667
CBO,7.16472222,124.2102778
CBQ,4.96361111,8.34277778
CBQ,4.97611111,8.34722222
CBQ,4.97611111,8.34722222
CBQ,4.97611111,8.34722222
CBQ,4.97611111,8.34722222
CBR,-35.30888889,149.195
CBR,-35.30694444,149.195
CBV,15.47166667,-90.40916667
CBV,15.46888889,-90.40666667
CBV,15.46916667,-90.40666667
CBV,15.46888889,-90.40666667
CBV,15.46916667,-90.40666667
CBY,-19.47861111,140.9261111
CCC,22.5,-78.5
CCC,22.46111111,-78.32861111
CCC,22.46083333,-78.32861111
CCC,22.46083333,-78.32861111
CCC,22.46111111,-78.32861111
CCC,22.46083333,-78.32861111
CCE,18.10055556,-63.04888889
CCE,18.10055556,-63.04888889
CCE,18.1,-63.04722222
CCF,43.21583333,2.30694444
CCF,43.21611111,2.30583333
CCF,43.21611111,2.30583333
CCF,43.21611111,2.30583333
CCF,43.21611111,2.30583333
CCH,-46.56416667,-71.68833333
CCH,-46.58305556,-71.68666667
CCI,-27.18138889,-52.05055556
CCI,-27.18055556,-52.05277778
CCI,-27.18055556,-52.05277778
CCI,-27.18055556,-52.05277778
CCI,-27.18055556,-52.05277778
CCJ,11.13694444,75.95111111
CCJ,11.13611111,75.95555556
CCJ,11.13777778,75.95055556
CCJ,11.13611111,75.95555556
CCJ,11.13777778,75.95055556
CCK,-12.18861111,96.83055556
CCK,-12.18833333,96.83388889
CCK,-12.18861111,96.83055556
CCK,-12.18833333,96.83388889
CCK,-12.18861111,96.83055556
CCM,-28.72388889,-49.42083333
CCN,34.52666667,65.27166667
CCN,34.52638889,65.27083333
CCN,34.52638889,65.27111111
CCN,34.52666667,65.27166667
CCN,34.52666667,65.27138889
CCN,34.52638889,65.27083333
CCN,34.52666667,65.27138889
CCP,-36.77361111,-73.06
CCP,-36.77277778,-73.06305556
CCP,-36.77138889,-73.06222222
CCP,-36.77277778,-73.06305556
CCP,-36.77138889,-73.06222222
CCR,37.98888889,-122.0555556
CCR,37.98972222,-122.0558333
CCR,37.98972222,-122.0569444
CCS,10.60527778,-66.98805556
CCS,10.60305556,-66.99055556
CCS,10.60305556,-66.99138889
CCS,10.60305556,-66.99027778
CCS,10.60305556,-66.99055556
CCS,10.60305556,-66.99027778
CCU,22.6525,88.44916667
CCU,22.6525,88.44916667
CCU,22.6525,88.44916667
CCU,22.65583333,88.44694444
CCU,22.65444444,88.44666667
CCU,22.65472222,88.44666667
CCU,22.65583333,88.44694444
CCU,22.65472222,88.44666667
CCX,-16.05,-57.65
CCX,-16.04361111,-57.63
CCY,43.0725,-92.61083333
CCY,43.0725,-92.61083333
CCY,43.07361111,-92.61083333
CCY,43.0725,-92.61083333
CCZ,25.4175,-77.88138889
CCZ,25.4175,-77.88138889
CCZ,25.41722222,-77.88083333
CD1,-8.72861111,24.99111111
CD2,3.6775,28.60111111
CD2,3.67777778,28.60138889
CD2,3.6775,28.60111111
CDB,55.19972222,-162.7197222
CDB,55.20527778,-162.7244444
CDB,55.20583333,-162.7263889
CDB,55.20527778,-162.7244444
CDB,55.20583333,-162.7263889
CDC,37.7025,-113.0961111
CDC,37.70083333,-113.0988889
CDF,46.575,12.11666667
CDF,46.57666667,12.11416667
CDF,46.57777778,12.11361111
CDF,46.57666667,12.11416667
CDF,46.57777778,12.11361111
CDG,49.00972222,2.54861111
CDG,49.01277778,2.55
CDG,49.01277778,2.55
CDG,49.01277778,2.55
CDG,49.01277778,2.55
CDH,33.6175,-92.76333333
CDH,33.62277778,-92.76333333
CDJ,-8.23333333,-49.28333333
CDJ,-8.34777778,-49.30055556
CDL,65.90805556,-161.9383333
CDL,65.90777778,-161.9263889
CDN,34.26666667,-80.6
CDN,34.28361111,-80.56472222
CDR,42.835,-103.0977778
CDR,42.8375,-103.0952778
CDV,60.49305556,-145.47
CDV,60.49305556,-145.47
CDV,60.49166667,-145.4775
CDW,40.87555556,-74.28138889
CDW,40.87527778,-74.28138889
CEA,37.64861111,-97.25027778
CEA,37.64861111,-97.25055556
CEB,10.3075,123.9794444
CEC,41.78,-124.2358333
CEC,41.78027778,-124.2366667
CED,-32.13166667,133.7058333
CED,-32.13055556,133.7097222
CEF,42.19777778,-72.53055556
CEF,42.19388889,-72.53472222
CEG,53.18,-2.97361111
CEG,53.17805556,-2.97777778
CEI,19.88638889,99.83055556
CEI,19.88555556,99.82555556
CEK,55.30333333,61.50666667
CEK,55.30583333,61.50361111
CEK,55.30583333,61.50361111
CEK,55.30583333,61.50361111
CEL,24.78333333,-76.3
CEL,24.78638889,-76.30305556
CEL,24.78638889,-76.29916667
CEL,24.78666667,-76.29861111
CEM,65.57472222,-144.7819444
CEM,65.57388889,-144.7808333
CEN,27.3925,-109.8319444
CEN,27.39277778,-109.8330556
CEO,-11.425,15.10527778
CEO,-11.4275,15.09861111
CEO,-11.42638889,15.10138889
CEO,-11.4275,15.09861111
CEO,-11.42638889,15.10138889
CEP,-16.23333333,-62.08333333
CEP,-16.14388889,-62.02583333
CEP,-16.14333333,-62.02611111
CEP,-16.14388889,-62.02583333
CEP,-16.14333333,-62.02611111
CEQ,43.54722222,6.95472222
CEQ,43.54638889,6.95416667
CEQ,43.54638889,6.95416667
CEQ,43.54638889,6.95416667
CEQ,43.54638889,6.95416667
CER,49.65111111,-1.46527778
CER,49.65,-1.47027778
CER,49.65083333,-1.47527778
CER,49.65083333,-1.47527778
CER,49.65,-1.47027778
CER,49.65083333,-1.47527778
CET,47.08333333,-0.875
CET,47.08222222,-0.87694444
CET,47.08222222,-0.87694444
CET,47.08222222,-0.87694444
CET,47.08222222,-0.87694444
CEU,34.67444444,-82.89027778
CEU,34.67194444,-82.88694444
CEU,34.67222222,-82.88583333
CEU,34.67194444,-82.88694444
CEU,34.67222222,-82.88583333
CEV,39.69861111,-85.13166667
CEV,39.69861111,-85.13166667
CEV,39.69805556,-85.13111111
CEW,30.77972222,-86.5225
CEW,30.77888889,-86.52222222
CEX,65.05277778,-146.045
CEX,65.05194444,-146.0475
CEY,36.66555556,-88.37111111
CEY,36.66444444,-88.37277778
CEZ,37.30277778,-108.6272222
CEZ,37.30305556,-108.6280556
CFA,58.21666667,-157.5
CFB,-22.92166667,-42.07416667
CFB,-22.92194444,-42.07111111
CFB,-22.92138889,-42.07166667
CFB,-22.92194444,-42.07111111
CFB,-22.92138889,-42.07166667
CFE,45.78583333,3.1675
CFE,45.78583333,3.1675
CFE,45.78666667,3.17
CFE,45.78666667,3.17
CFE,45.78666667,3.17
CFE,45.78666667,3.17
CFG,22.15,-80.41416667
CFG,22.14972222,-80.41444444
CFG,22.14972222,-80.41444444
CFG,22.15,-80.41416667
CFG,22.14972222,-80.41444444
CFQ,61.02888889,-138.4075
CFR,49.17333333,-0.44805556
CFR,49.17333333,-0.45
CFR,49.17333333,-0.45
CFR,49.17333333,-0.45
CFR,49.17333333,-0.45
CFS,-30.32166667,153.1208333
CFS,-30.32055556,153.1163889
